Date,Ticker,Signal,Confidence
2025-10-13,TSLA,-1,0.4956
2025-10-14,AAPL,-1,0.8709
2025-10-14,AMZN,-1,0.4521
2025-10-14,GOOGL,1,0.371
2025-10-14,IBM,-1,0.716
2025-10-14,MSFT,-1,0.7484
2025-10-14,ORCL,-1,0.5429
2025-10-14,TSLA,-1,0.5004
2025-10-15,AAPL,-1,0.874
2025-10-15,AMZN,-1,0.4621
2025-10-15,GOOGL,1,0.3698
2025-10-15,IBM,-1,0.6783
2025-10-15,MSFT,-1,0.7495
2025-10-15,ORCL,-1,0.5426
2025-10-15,TSLA,-1,0.5062
2025-10-16,AAPL,-1,0.8762
2025-10-16,AMZN,-1,0.4661
2025-10-16,GOOGL,1,0.3666
2025-10-16,IBM,-1,0.6109
2025-10-16,MSFT,-1,0.7494
2025-10-16,ORCL,-1,0.5416
2025-10-16,TSLA,-1,0.5118
2025-10-17,AAPL,-1,0.867
2025-10-17,AMZN,-1,0.4661
2025-10-17,GOOGL,1,0.3609
2025-10-17,IBM,-1,0.6048
2025-10-17,MSFT,-1,0.7491
2025-10-17,ORCL,-1,0.544
2025-10-17,TSLA,-1,0.5209
2025-10-20,AAPL,-1,0.8115
2025-10-20,AMZN,-1,0.4613
2025-10-20,GOOGL,-1,0.3726
2025-10-20,IBM,-1,0.7193
2025-10-20,MSFT,-1,0.7485
2025-10-20,ORCL,-1,0.5492
2025-10-20,TSLA,-1,0.5299
2025-10-21,AAPL,-1,0.7057
2025-10-21,AMZN,-1,0.4577
2025-10-21,GOOGL,-1,0.3944
2025-10-21,IBM,-1,0.7242
2025-10-21,MSFT,-1,0.7493
2025-10-21,ORCL,-1,0.553
2025-10-21,TSLA,-1,0.5367
2025-10-22,AAPL,-1,0.6928
2025-10-22,AMZN,-1,0.4505
2025-10-22,GOOGL,-1,0.4158
2025-10-22,IBM,-1,0.7309
2025-10-22,MSFT,-1,0.7501
2025-10-22,ORCL,-1,0.5525
2025-10-22,TSLA,-1,0.5417
2025-10-23,AAPL,-1,0.7116
2025-10-23,AMZN,-1,0.4445
2025-10-23,GOOGL,-1,0.4347
2025-10-23,IBM,-1,0.7207
2025-10-23,MSFT,-1,0.7502
2025-10-23,ORCL,-1,0.5531
2025-10-23,TSLA,-1,0.5472
2025-10-24,AAPL,-1,0.7273
2025-10-24,AMZN,-1,0.4311
2025-10-24,GOOGL,-1,0.4498
2025-10-24,IBM,-1,0.7422
2025-10-24,MSFT,-1,0.7496
2025-10-24,ORCL,-1,0.5539
2025-10-24,TSLA,-1,0.5554
2025-10-27,AAPL,-1,0.756
2025-10-27,AMZN,-1,0.415
2025-10-27,GOOGL,-1,0.4588
2025-10-27,IBM,-1,0.7262
2025-10-27,MSFT,-1,0.7488
2025-10-27,ORCL,-1,0.5513
2025-10-27,TSLA,-1,0.5654
2025-10-28,AAPL,-1,0.8091
2025-10-28,AMZN,-1,0.4069
2025-10-28,GOOGL,-1,0.459
2025-10-28,IBM,-1,0.7205
2025-10-28,MSFT,-1,0.7499
2025-10-28,ORCL,-1,0.5482
2025-10-28,TSLA,-1,0.5695
2025-10-29,AAPL,-1,0.8393
2025-10-29,AMZN,-1,0.4026
2025-10-29,GOOGL,-1,0.4546
2025-10-29,IBM,-1,0.7192
2025-10-29,MSFT,-1,0.7504
2025-10-29,ORCL,-1,0.5433
2025-10-29,TSLA,-1,0.5726
2025-10-30,AAPL,-1,0.8461
2025-10-30,AMZN,-1,0.3991
2025-10-30,GOOGL,-1,0.449
2025-10-30,IBM,-1,0.7192
2025-10-30,MSFT,-1,0.7501
2025-10-30,ORCL,-1,0.5376
2025-10-30,TSLA,-1,0.5745
2025-10-31,AAPL,-1,0.8513
2025-10-31,AMZN,-1,0.4083
2025-10-31,GOOGL,-1,0.4402
2025-10-31,IBM,-1,0.7198
2025-10-31,MSFT,-1,0.7496
2025-10-31,ORCL,-1,0.534
2025-10-31,TSLA,-1,0.578
2025-11-03,AAPL,-1,0.8464
2025-11-03,AMZN,-1,0.4064
2025-11-03,GOOGL,-1,0.4301
2025-11-03,IBM,-1,0.7154
2025-11-03,MSFT,-1,0.7487
2025-11-03,ORCL,-1,0.525
2025-11-03,TSLA,-1,0.5798
2025-11-04,AAPL,-1,0.8598
2025-11-04,AMZN,-1,0.3999
2025-11-04,GOOGL,-1,0.4155
2025-11-04,IBM,-1,0.716
2025-11-04,MSFT,-1,0.7493
2025-11-04,ORCL,-1,0.5312
2025-11-04,TSLA,-1,0.5784
2025-11-05,AAPL,-1,0.8806
2025-11-05,AMZN,-1,0.3969
2025-11-05,GOOGL,-1,0.3964
2025-11-05,IBM,-1,0.7232
2025-11-05,MSFT,-1,0.7498
2025-11-05,ORCL,-1,0.5322
2025-11-05,TSLA,-1,0.5812
2025-11-06,AAPL,-1,0.8927
2025-11-06,AMZN,-1,0.3906
2025-11-06,GOOGL,-1,0.3766
2025-11-06,IBM,-1,0.7302
2025-11-06,MSFT,-1,0.7498
2025-11-06,ORCL,-1,0.5399
2025-11-06,TSLA,-1,0.5818
2025-11-07,AAPL,-1,0.8971
2025-11-07,AMZN,0,0.3933
2025-11-07,GOOGL,-1,0.3534
2025-11-07,IBM,-1,0.7324
2025-11-07,MSFT,-1,0.7498
2025-11-07,ORCL,-1,0.5488
2025-11-07,TSLA,-1,0.5864
2025-11-10,AAPL,-1,0.8913
2025-11-10,AMZN,0,0.4037
2025-11-10,GOOGL,0,0.3535
2025-11-10,IBM,-1,0.7332
2025-11-10,MSFT,-1,0.7491
2025-11-10,ORCL,-1,0.5562
2025-11-10,TSLA,-1,0.5918
2025-11-11,AAPL,-1,0.9056
2025-11-11,AMZN,0,0.4043
2025-11-11,GOOGL,0,0.3711
2025-11-11,IBM,-1,0.7392
2025-11-11,MSFT,-1,0.7504
2025-11-11,ORCL,-1,0.566
2025-11-11,TSLA,-1,0.5901
2025-11-12,AAPL,-1,0.9132
2025-11-12,AMZN,0,0.4116
2025-11-12,GOOGL,0,0.3897
2025-11-12,IBM,-1,0.7435
2025-11-12,MSFT,-1,0.751
2025-11-12,ORCL,-1,0.5744
2025-11-12,TSLA,-1,0.5899
2025-11-13,AAPL,-1,0.917
2025-11-13,AMZN,0,0.4181
2025-11-13,GOOGL,0,0.4049
2025-11-13,IBM,-1,0.7444
2025-11-13,MSFT,-1,0.7513
2025-11-13,ORCL,-1,0.5831
2025-11-13,TSLA,-1,0.5902
2025-11-14,AAPL,-1,0.9172
2025-11-14,AMZN,0,0.4205
2025-11-14,GOOGL,0,0.4161
2025-11-14,IBM,-1,0.7312
2025-11-14,MSFT,-1,0.7506
2025-11-14,ORCL,-1,0.5901
2025-11-14,TSLA,-1,0.5954
2025-11-17,AAPL,-1,0.9147
2025-11-17,AMZN,0,0.4217
2025-11-17,GOOGL,0,0.4235
2025-11-17,IBM,-1,0.6797
2025-11-17,MSFT,-1,0.7499
2025-11-17,ORCL,-1,0.5999
2025-11-17,TSLA,-1,0.5992
2025-11-18,AAPL,-1,0.9156
2025-11-18,AMZN,0,0.4102
2025-11-18,GOOGL,0,0.4244
2025-11-18,IBM,-1,0.4324
2025-11-18,MSFT,-1,0.7499
2025-11-18,ORCL,-1,0.6012
2025-11-18,TSLA,-1,0.5987
2025-11-19,AAPL,-1,0.9151
2025-11-19,AMZN,-1,0.4146
2025-11-19,GOOGL,0,0.4235
2025-11-19,IBM,-1,0.3896
2025-11-19,MSFT,-1,0.7511
2025-11-19,ORCL,-1,0.6059
2025-11-19,TSLA,-1,0.6004
2025-11-20,AAPL,-1,0.9125
2025-11-20,AMZN,-1,0.4292
2025-11-20,GOOGL,0,0.3996
2025-11-20,IBM,-1,0.4584
2025-11-20,MSFT,-1,0.7508
2025-11-20,ORCL,-1,0.6089
2025-11-20,TSLA,-1,0.6008
2025-11-21,AAPL,-1,0.9094
2025-11-21,AMZN,-1,0.4474
2025-11-21,GOOGL,1,0.3912
2025-11-21,IBM,-1,0.7457
2025-11-21,MSFT,-1,0.7511
2025-11-21,ORCL,-1,0.6209
2025-11-21,TSLA,-1,0.6032
2025-11-24,AAPL,-1,0.9016
2025-11-24,AMZN,-1,0.4596
2025-11-24,GOOGL,1,0.4089
2025-11-24,IBM,-1,0.758
2025-11-24,MSFT,-1,0.7496
2025-11-24,ORCL,-1,0.6283
2025-11-24,TSLA,-1,0.6071
2025-11-25,AAPL,-1,0.898
2025-11-25,AMZN,-1,0.4663
2025-11-25,GOOGL,1,0.4181
2025-11-25,IBM,-1,0.7616
2025-11-25,MSFT,-1,0.75
2025-11-25,ORCL,-1,0.6306
2025-11-25,TSLA,-1,0.6026
2025-11-26,AAPL,-1,0.8967
2025-11-26,AMZN,-1,0.4651
2025-11-26,GOOGL,1,0.4208
2025-11-26,IBM,-1,0.7634
2025-11-26,MSFT,-1,0.7508
2025-11-26,ORCL,-1,0.6378
2025-11-26,TSLA,-1,0.6011
2025-11-28,AAPL,-1,0.8969
2025-11-28,AMZN,-1,0.4547
2025-11-28,GOOGL,1,0.4161
2025-11-28,IBM,-1,0.7654
2025-11-28,MSFT,-1,0.749
2025-11-28,ORCL,-1,0.6359
2025-11-28,TSLA,-1,0.5995
2025-12-01,AAPL,-1,0.8952
2025-12-01,AMZN,-1,0.4346
2025-12-01,GOOGL,1,0.4032
2025-12-01,IBM,-1,0.766
2025-12-01,MSFT,-1,0.747
2025-12-01,ORCL,-1,0.6318
2025-12-01,TSLA,-1,0.5988
2025-12-02,AAPL,-1,0.8976
2025-12-02,AMZN,-1,0.4268
2025-12-02,GOOGL,1,0.3857
2025-12-02,IBM,-1,0.7701
2025-12-02,MSFT,-1,0.7477
2025-12-02,ORCL,-1,0.6302
2025-12-02,TSLA,-1,0.5926
2025-12-03,AAPL,-1,0.8979
2025-12-03,AMZN,-1,0.4217
2025-12-03,GOOGL,0,0.3835
2025-12-03,IBM,-1,0.7715
2025-12-03,MSFT,-1,0.7481
2025-12-03,ORCL,-1,0.6316
2025-12-03,TSLA,-1,0.589
2025-12-04,AAPL,-1,0.8991
2025-12-04,AMZN,-1,0.4142
2025-12-04,GOOGL,0,0.4
2025-12-04,IBM,-1,0.7732
2025-12-04,MSFT,-1,0.7481
2025-12-04,ORCL,-1,0.6299
2025-12-04,TSLA,-1,0.5864
2025-12-05,AAPL,-1,0.8996
2025-12-05,AMZN,-1,0.4128
2025-12-05,GOOGL,0,0.4177
2025-12-05,IBM,-1,0.7734
2025-12-05,MSFT,-1,0.747
2025-12-05,ORCL,-1,0.6286
2025-12-05,TSLA,-1,0.586
2025-12-08,AAPL,-1,0.8973
2025-12-08,AMZN,-1,0.406
2025-12-08,GOOGL,0,0.4305
2025-12-08,IBM,-1,0.7732
2025-12-08,MSFT,-1,0.7459
2025-12-08,ORCL,-1,0.6237
2025-12-08,TSLA,-1,0.5862
2025-12-09,AAPL,-1,0.9012
2025-12-09,AMZN,-1,0.4101
2025-12-09,GOOGL,0,0.4395
2025-12-09,IBM,-1,0.7754
2025-12-09,MSFT,-1,0.7473
2025-12-09,ORCL,-1,0.6189
2025-12-09,TSLA,-1,0.5831
2025-12-10,AAPL,-1,0.9033
2025-12-10,AMZN,-1,0.4107
2025-12-10,GOOGL,0,0.4486
2025-12-10,IBM,-1,0.7767
2025-12-10,MSFT,-1,0.7472
2025-12-10,ORCL,-1,0.6101
2025-12-10,TSLA,-1,0.5802
2025-12-11,AAPL,-1,0.9032
2025-12-11,AMZN,-1,0.4062
2025-12-11,GOOGL,0,0.4526
2025-12-11,IBM,-1,0.7771
2025-12-11,MSFT,-1,0.7475
2025-12-11,ORCL,-1,0.6112
2025-12-11,TSLA,-1,0.5787
2025-12-12,AAPL,-1,0.9015
2025-12-12,AMZN,0,0.402
2025-12-12,GOOGL,0,0.4569
2025-12-12,IBM,-1,0.7773
2025-12-12,MSFT,-1,0.7473
2025-12-12,ORCL,-1,0.625
2025-12-12,TSLA,-1,0.5793
2025-12-15,AAPL,-1,0.8969
2025-12-15,AMZN,0,0.4096
2025-12-15,GOOGL,0,0.4571
2025-12-15,IBM,-1,0.7761
2025-12-15,MSFT,-1,0.7455
2025-12-15,ORCL,-1,0.6303
2025-12-15,TSLA,-1,0.5798
2025-12-16,AAPL,-1,0.8986
2025-12-16,AMZN,-1,0.4043
2025-12-16,GOOGL,0,0.4534
2025-12-16,IBM,-1,0.7775
2025-12-16,MSFT,-1,0.7469
2025-12-16,ORCL,-1,0.6341
2025-12-16,TSLA,-1,0.5768
2025-12-17,AAPL,-1,0.8983
2025-12-17,AMZN,-1,0.411
2025-12-17,GOOGL,0,0.4511
2025-12-17,IBM,-1,0.7775
2025-12-17,MSFT,-1,0.7473
2025-12-17,ORCL,-1,0.6343
2025-12-17,TSLA,-1,0.5768
2025-12-18,AAPL,-1,0.8966
2025-12-18,AMZN,-1,0.4149
2025-12-18,GOOGL,0,0.4444
2025-12-18,IBM,-1,0.7781
2025-12-18,MSFT,-1,0.7469
2025-12-18,ORCL,-1,0.6456
2025-12-18,TSLA,-1,0.5816
2025-12-19,AAPL,-1,0.8928
2025-12-19,AMZN,-1,0.4141
2025-12-19,GOOGL,0,0.4422
2025-12-19,IBM,-1,0.7763
2025-12-19,MSFT,-1,0.7473
2025-12-19,ORCL,-1,0.6473
2025-12-19,TSLA,-1,0.5845
2025-12-22,AAPL,-1,0.868
2025-12-22,AMZN,-1,0.4124
2025-12-22,GOOGL,0,0.4371
2025-12-22,IBM,-1,0.773
2025-12-22,MSFT,-1,0.7448
2025-12-22,ORCL,-1,0.6518
2025-12-22,TSLA,-1,0.5872
2025-12-23,AAPL,-1,0.8614
2025-12-23,AMZN,-1,0.4123
2025-12-23,GOOGL,0,0.4251
2025-12-23,IBM,-1,0.7706
2025-12-23,MSFT,-1,0.7462
2025-12-23,ORCL,-1,0.6463
2025-12-23,TSLA,-1,0.5855
2025-12-24,AAPL,-1,0.8652
2025-12-24,AMZN,-1,0.4075
2025-12-24,GOOGL,0,0.4145
2025-12-24,IBM,-1,0.7713
2025-12-24,MSFT,-1,0.7464
2025-12-24,ORCL,-1,0.6425
2025-12-24,TSLA,-1,0.5852
2025-12-26,AAPL,-1,0.8754
2025-12-26,AMZN,-1,0.3944
2025-12-26,GOOGL,0,0.4093
2025-12-26,IBM,-1,0.7717
2025-12-26,MSFT,-1,0.7465
2025-12-26,ORCL,-1,0.6341
2025-12-26,TSLA,-1,0.5842
2025-12-29,AAPL,-1,0.8819
2025-12-29,AMZN,0,0.4142
2025-12-29,GOOGL,0,0.4052
2025-12-29,IBM,-1,0.7717
2025-12-29,MSFT,-1,0.7451
2025-12-29,ORCL,-1,0.6306
2025-12-29,TSLA,-1,0.586
2025-12-30,AAPL,-1,0.8915
2025-12-30,AMZN,0,0.4207
2025-12-30,GOOGL,0,0.3995
2025-12-30,IBM,-1,0.773
2025-12-30,MSFT,-1,0.7464
2025-12-30,ORCL,-1,0.6287
2025-12-30,TSLA,-1,0.585
2025-12-31,AAPL,-1,0.8945
2025-12-31,AMZN,0,0.4249
2025-12-31,GOOGL,0,0.3916
2025-12-31,IBM,-1,0.7734
2025-12-31,MSFT,-1,0.7471
2025-12-31,ORCL,-1,0.6221
2025-12-31,TSLA,-1,0.5845
2026-01-02,AAPL,-1,0.8929
2026-01-02,AMZN,0,0.4294
2026-01-02,GOOGL,0,0.3827
2026-01-02,IBM,-1,0.7738
2026-01-02,MSFT,-1,0.7472
2026-01-02,ORCL,-1,0.6157
2026-01-02,TSLA,-1,0.5839
2026-01-05,AAPL,-1,0.886
2026-01-05,AMZN,0,0.4186
2026-01-05,GOOGL,1,0.3911
2026-01-05,IBM,-1,0.7723
2026-01-05,MSFT,-1,0.7468
2026-01-05,ORCL,-1,0.6145
2026-01-05,TSLA,-1,0.5863
2026-01-06,AAPL,-1,0.8841
2026-01-06,AMZN,0,0.395
2026-01-06,GOOGL,1,0.3984
2026-01-06,IBM,-1,0.7739
2026-01-06,MSFT,-1,0.7473
2026-01-06,ORCL,-1,0.6188
2026-01-06,TSLA,-1,0.5829
2026-01-07,AAPL,-1,0.8825
2026-01-07,AMZN,-1,0.4048
2026-01-07,GOOGL,1,0.4042
2026-01-07,IBM,-1,0.7753
2026-01-07,MSFT,-1,0.7483
2026-01-07,ORCL,-1,0.6146
2026-01-07,TSLA,-1,0.5848
2026-01-08,AAPL,-1,0.88
2026-01-08,AMZN,-1,0.4056
2026-01-08,GOOGL,1,0.4087
2026-01-08,IBM,-1,0.775
2026-01-08,MSFT,-1,0.7484
2026-01-08,ORCL,-1,0.6106
2026-01-08,TSLA,-1,0.5869
2026-01-09,AAPL,-1,0.875
2026-01-09,AMZN,-1,0.3991
2026-01-09,GOOGL,1,0.4067
2026-01-09,IBM,-1,0.7752
2026-01-09,MSFT,-1,0.7467
2026-01-09,ORCL,-1,0.6129
2026-01-09,TSLA,-1,0.5881
2026-01-12,AAPL,-1,0.8673
2026-01-12,AMZN,0,0.3955
2026-01-12,GOOGL,1,0.3981
2026-01-12,IBM,-1,0.7752
2026-01-12,MSFT,-1,0.7456
2026-01-12,ORCL,-1,0.62
2026-01-12,TSLA,-1,0.5895
2026-01-13,AAPL,-1,0.8671
2026-01-13,AMZN,0,0.4028
2026-01-13,GOOGL,1,0.3928
2026-01-13,IBM,-1,0.776
2026-01-13,MSFT,-1,0.7465
2026-01-13,ORCL,-1,0.6194
2026-01-13,TSLA,-1,0.5862
2026-01-14,AAPL,-1,0.8683
2026-01-14,AMZN,0,0.4045
2026-01-14,GOOGL,1,0.3857
2026-01-14,IBM,-1,0.7767
2026-01-14,MSFT,-1,0.7474
2026-01-14,ORCL,-1,0.6136
2026-01-14,TSLA,-1,0.584
2026-01-15,AAPL,-1,0.8658
2026-01-15,AMZN,0,0.4061
2026-01-15,GOOGL,1,0.3794
2026-01-15,IBM,-1,0.7776
2026-01-15,MSFT,-1,0.747
2026-01-15,ORCL,-1,0.619
2026-01-15,TSLA,-1,0.5837
2026-01-16,AAPL,-1,0.8629
2026-01-16,AMZN,0,0.4095
2026-01-16,GOOGL,1,0.3745
2026-01-16,IBM,-1,0.7743
2026-01-16,MSFT,-1,0.7463
2026-01-16,ORCL,-1,0.6189
2026-01-16,TSLA,-1,0.5837
2026-01-20,AAPL,-1,0.8393
2026-01-20,AMZN,0,0.4184
2026-01-20,GOOGL,1,0.3717
2026-01-20,IBM,-1,0.7741
2026-01-20,MSFT,-1,0.7456
2026-01-20,ORCL,-1,0.619
2026-01-20,TSLA,-1,0.5849
2026-01-21,AAPL,-1,0.7735
2026-01-21,AMZN,0,0.4124
2026-01-21,GOOGL,1,0.3729
2026-01-21,IBM,-1,0.771
2026-01-21,MSFT,-1,0.7463
2026-01-21,ORCL,-1,0.6261
2026-01-21,TSLA,-1,0.5845
2026-01-22,AAPL,-1,0.6831
2026-01-22,AMZN,-1,0.4083
2026-01-22,GOOGL,1,0.3695
2026-01-22,IBM,-1,0.7716
2026-01-22,MSFT,-1,0.7471
2026-01-22,ORCL,-1,0.6379
2026-01-22,TSLA,-1,0.5824
2026-01-23,AAPL,-1,0.589
2026-01-23,AMZN,-1,0.4095
2026-01-23,GOOGL,1,0.3715
2026-01-23,IBM,-1,0.7691
2026-01-23,MSFT,-1,0.7465
2026-01-23,ORCL,-1,0.6356
2026-01-23,TSLA,-1,0.5824
2026-01-26,AAPL,-1,0.5251
2026-01-26,AMZN,0,0.4059
2026-01-26,GOOGL,1,0.3717
2026-01-26,IBM,-1,0.7669
2026-01-26,MSFT,-1,0.7476
2026-01-26,ORCL,-1,0.6417
2026-01-26,TSLA,-1,0.5857
2026-01-27,AAPL,-1,0.5154
2026-01-27,AMZN,0,0.4055
2026-01-27,GOOGL,1,0.3746
2026-01-27,IBM,-1,0.7685
2026-01-27,MSFT,-1,0.7472
2026-01-27,ORCL,-1,0.641
2026-01-27,TSLA,-1,0.585
2026-01-28,AAPL,-1,0.5523
2026-01-28,AMZN,-1,0.4054
2026-01-28,GOOGL,1,0.3753
2026-01-28,IBM,-1,0.7697
2026-01-28,MSFT,-1,0.7466
2026-01-28,ORCL,-1,0.6435
2026-01-28,TSLA,-1,0.5826
2026-01-29,AAPL,-1,0.6007
2026-01-29,AMZN,0,0.407
2026-01-29,GOOGL,1,0.3756
2026-01-29,IBM,-1,0.7704
2026-01-29,MSFT,-1,0.7452
2026-01-29,ORCL,-1,0.651
2026-01-29,TSLA,-1,0.5821
2026-01-30,AAPL,-1,0.6178
2026-01-30,AMZN,0,0.4109
2026-01-30,GOOGL,1,0.3803
2026-01-30,IBM,-1,0.7683
2026-01-30,MSFT,-1,0.7356
2026-01-30,ORCL,-1,0.6576
2026-01-30,TSLA,-1,0.5853
2026-02-02,AAPL,-1,0.5638
2026-02-02,AMZN,0,0.4166
2026-02-02,GOOGL,1,0.3838
2026-02-02,IBM,-1,0.7647
2026-02-02,MSFT,-1,0.7364
2026-02-02,ORCL,-1,0.6593
2026-02-02,TSLA,-1,0.5882
2026-02-03,AAPL,-1,0.5369
2026-02-03,AMZN,0,0.4088
2026-02-03,GOOGL,1,0.3875
2026-02-03,IBM,-1,0.7662
2026-02-03,MSFT,-1,0.7362
2026-02-03,ORCL,-1,0.6689
2026-02-03,TSLA,-1,0.5861
2026-02-04,AAPL,-1,0.5319
2026-02-04,AMZN,-1,0.4101
2026-02-04,GOOGL,1,0.3904
2026-02-04,IBM,-1,0.7548
2026-02-04,MSFT,-1,0.7341
2026-02-04,ORCL,-1,0.6714
2026-02-04,TSLA,-1,0.5857
2026-02-05,AAPL,-1,0.5188
2026-02-05,AMZN,-1,0.418
2026-02-05,GOOGL,1,0.3941
2026-02-05,IBM,-1,0.7511
2026-02-05,MSFT,-1,0.7317
2026-02-05,ORCL,-1,0.6777
2026-02-05,TSLA,-1,0.5874
