Date,Ticker,Signal,Confidence,Close
2024-04-08,MSFT,1,0.6045,419.12603759765625
2024-04-08,ORCL,1,0.6458,121.7872314453125
2024-04-08,TSLA,-1,0.6045,172.97999572753906
2024-04-09,AAPL,-1,0.7114,168.29710388183594
2024-04-09,AMZN,1,0.6343,185.6699981689453
2024-04-09,GOOGL,1,0.6378,155.4256591796875
2024-04-09,IBM,1,0.5816,179.72723388671875
2024-04-09,MSFT,1,0.6125,420.7943420410156
2024-04-09,ORCL,1,0.6525,121.0798110961914
2024-04-09,TSLA,-1,0.6014,176.8800048828125
2024-04-10,AAPL,-1,0.7069,166.4224090576172
2024-04-10,AMZN,1,0.635,185.9499969482422
2024-04-10,GOOGL,1,0.6625,154.96908569335938
2024-04-10,IBM,1,0.5659,176.62271118164062
2024-04-10,MSFT,1,0.6148,417.813232421875
2024-04-10,ORCL,1,0.6456,119.62564086914062
2024-04-10,TSLA,-1,0.6035,171.75999450683594
2024-04-11,AAPL,-1,0.6837,173.62367248535156
2024-04-11,AMZN,1,0.6334,189.0500030517578
2024-04-11,GOOGL,1,0.6828,158.21458435058594
2024-04-11,IBM,1,0.5507,176.48980712890625
2024-04-11,MSFT,1,0.6167,422.423095703125
2024-04-11,ORCL,1,0.6383,121.08963775634766
2024-04-11,TSLA,-1,0.5962,174.60000610351562
2024-04-12,AAPL,-1,0.6715,175.12144470214844
2024-04-12,AMZN,1,0.629,186.1300048828125
2024-04-12,GOOGL,1,0.6957,156.54714965820312
2024-04-12,IBM,1,0.5352,173.0435791015625
2024-04-12,MSFT,1,0.6094,416.470703125
2024-04-12,ORCL,1,0.6327,118.99679565429688
2024-04-12,TSLA,-1,0.591,171.0500030517578
2024-04-15,AAPL,-1,0.6661,171.2926788330078
2024-04-15,AMZN,1,0.6301,183.6199951171875
2024-04-15,GOOGL,1,0.7114,153.69869995117188
2024-04-15,IBM,1,0.5233,172.0751953125
2024-04-15,MSFT,1,0.6067,408.3169860839844
2024-04-15,ORCL,1,0.6268,117.78826141357422
2024-04-15,TSLA,-1,0.5919,161.47999572753906
2024-04-16,AAPL,-1,0.6657,168.0094757080078
2024-04-16,AMZN,1,0.6358,183.32000732421875
2024-04-16,GOOGL,1,0.7149,153.24212646484375
2024-04-16,IBM,1,0.5117,174.44863891601562
2024-04-16,MSFT,1,0.6035,409.2448425292969
2024-04-16,ORCL,1,0.6171,118.5153579711914
2024-04-16,TSLA,-1,0.5967,157.11000061035156
2024-04-17,AAPL,-1,0.6676,166.640625
2024-04-17,AMZN,1,0.6387,181.27999877929688
2024-04-17,GOOGL,1,0.7189,154.30413818359375
2024-04-17,IBM,-1,0.5039,173.83154296875
2024-04-17,MSFT,1,0.5956,406.5401611328125
2024-04-17,ORCL,1,0.6076,116.59938049316406
2024-04-17,TSLA,-1,0.6007,155.4499969482422
2024-04-18,AAPL,-1,0.6733,165.68836975097656
2024-04-18,AMZN,1,0.6363,179.22000122070312
2024-04-18,GOOGL,1,0.7218,154.84007263183594
2024-04-18,IBM,-1,0.522,172.28407287597656
2024-04-18,MSFT,1,0.5828,399.0675048828125
2024-04-18,ORCL,1,0.5962,113.97595977783205
2024-04-18,TSLA,-1,0.6108,149.92999267578125
2024-04-19,AAPL,-1,0.6698,163.6649169921875
2024-04-19,AMZN,1,0.6328,174.6300048828125
2024-04-19,GOOGL,1,0.7291,152.93447875976562
2024-04-19,IBM,-1,0.5369,172.3885040283203
2024-04-19,MSFT,1,0.5663,393.9838562011719
2024-04-19,ORCL,1,0.5834,112.87549591064452
2024-04-19,TSLA,-1,0.6183,147.0500030517578
2024-04-22,AAPL,-1,0.6647,164.4980926513672
2024-04-22,AMZN,1,0.6247,177.22999572753906
2024-04-22,GOOGL,1,0.7279,155.10804748535156
2024-04-22,IBM,-1,0.5484,172.69232177734375
2024-04-22,MSFT,1,0.5497,395.8001403808594
2024-04-22,ORCL,1,0.5708,112.53162384033205
2024-04-22,TSLA,-1,0.6281,142.0500030517578
2024-04-23,AAPL,-1,0.6554,165.54953002929688
2024-04-23,AMZN,1,0.6201,179.5399932861328
2024-04-23,GOOGL,1,0.7316,157.07321166992188
2024-04-23,IBM,-1,0.5556,172.96762084960938
2024-04-23,MSFT,1,0.5416,402.32513427734375
2024-04-23,ORCL,1,0.5597,113.08184051513672
2024-04-23,TSLA,-1,0.6306,144.67999267578125
2024-04-24,AAPL,-1,0.6424,167.65237426757812
2024-04-24,AMZN,1,0.6175,176.58999633789062
2024-04-24,GOOGL,1,0.7358,157.9366912841797
2024-04-24,IBM,-1,0.5602,174.7809295654297
2024-04-24,MSFT,1,0.5342,403.7958984375
2024-04-24,ORCL,1,0.5483,113.32747650146484
2024-04-24,TSLA,-1,0.6191,162.1300048828125
2024-04-25,AAPL,-1,0.6373,168.51535034179688
2024-04-25,AMZN,1,0.6082,173.6699981689453
2024-04-25,GOOGL,1,0.7417,154.83013916015625
2024-04-25,IBM,-1,0.5907,160.35986328125
2024-04-25,MSFT,1,0.521,393.90484619140625
2024-04-25,ORCL,1,0.5373,112.88533020019533
2024-04-25,TSLA,-1,0.6155,170.17999267578125
2024-04-26,AAPL,-1,0.6315,167.9300994873047
2024-04-26,AMZN,1,0.599,179.6199951171875
2024-04-26,GOOGL,1,0.7334,170.6605224609375
2024-04-26,IBM,-1,0.6191,158.66995239257812
2024-04-26,MSFT,1,0.5114,401.0911560058594
2024-04-26,ORCL,1,0.5268,115.16484832763672
2024-04-26,TSLA,-1,0.6164,168.2899932861328
2024-04-29,AAPL,-1,0.6158,172.0961151123047
2024-04-29,AMZN,1,0.5923,180.9600067138672
2024-04-29,GOOGL,1,0.7433,164.90402221679688
2024-04-29,IBM,-1,0.6422,158.95474243164062
2024-04-29,MSFT,-1,0.5031,397.0735168457031
2024-04-29,ORCL,1,0.5163,114.45741271972656
2024-04-29,TSLA,-1,0.5919,194.0500030517578
2024-04-30,AAPL,-1,0.6075,168.95175170898438
2024-04-30,AMZN,1,0.5847,175.0
2024-04-30,GOOGL,1,0.7474,161.55931091308594
2024-04-30,IBM,-1,0.6658,157.7870330810547
2024-04-30,MSFT,-1,0.5224,384.31982421875
2024-04-30,ORCL,1,0.5046,111.76522827148438
2024-04-30,TSLA,-1,0.5869,183.27999877929688
2024-05-01,AAPL,-1,0.6005,167.9300994873047
2024-05-01,AMZN,1,0.5719,179.0
2024-05-01,GOOGL,1,0.7456,162.63121032714844
2024-05-01,IBM,-1,0.6981,156.1066436767578
2024-05-01,MSFT,-1,0.5382,389.8576049804687
2024-05-01,ORCL,-1,0.5101,112.62986755371094
2024-05-01,TSLA,-1,0.5807,179.99000549316406
2024-05-02,AAPL,-1,0.5853,171.62994384765625
2024-05-02,AMZN,1,0.5674,184.72000122070312
2024-05-02,GOOGL,1,0.7504,165.37051391601562
2024-05-02,IBM,-1,0.7256,156.3534393310547
2024-05-02,MSFT,-1,0.551,392.7203369140625
2024-05-02,ORCL,-1,0.5224,112.95411682128906
2024-05-02,TSLA,-1,0.5739,180.00999450683594
2024-05-03,AAPL,-1,0.5584,181.8961944580078
2024-05-03,AMZN,1,0.5623,186.2100067138672
2024-05-03,GOOGL,1,0.7569,165.98585510253906
2024-05-03,IBM,-1,0.75,157.32183837890625
2024-05-03,MSFT,-1,0.5618,401.4267883300781
2024-05-03,ORCL,-1,0.5336,113.77944946289062
2024-05-03,TSLA,-1,0.5631,181.19000244140625
2024-05-06,AAPL,-1,0.5377,180.2397003173828
2024-05-06,AMZN,1,0.559,188.6999969482422
2024-05-06,GOOGL,1,0.7605,166.83941650390625
2024-05-06,IBM,-1,0.7683,160.0750274658203
2024-05-06,MSFT,-1,0.5692,408.21826171875
2024-05-06,ORCL,-1,0.5414,116.27513122558594
2024-05-06,TSLA,-1,0.5554,184.7599945068359
2024-05-07,AAPL,-1,0.5185,180.9241180419922
2024-05-07,AMZN,1,0.5558,188.7599945068359
2024-05-07,GOOGL,1,0.7573,169.9657745361328
2024-05-07,IBM,-1,0.7918,159.85667419433594
2024-05-07,MSFT,-1,0.5822,404.072265625
2024-05-07,ORCL,-1,0.55,115.8722915649414
2024-05-07,TSLA,-1,0.5531,177.80999755859375
2024-05-08,AAPL,1,0.5048,181.26136779785156
2024-05-08,AMZN,1,0.5512,188.0
2024-05-08,GOOGL,1,0.7615,168.1098175048828
2024-05-08,IBM,-1,0.8051,161.2997283935547
2024-05-08,MSFT,-1,0.5917,405.2568664550781
2024-05-08,ORCL,-1,0.5574,115.3416976928711
2024-05-08,TSLA,-1,0.548,174.72000122070312
2024-05-09,AAPL,1,0.5175,183.07655334472656
2024-05-09,AMZN,1,0.5431,189.5
2024-05-09,GOOGL,1,0.7568,168.68545532226562
2024-05-09,IBM,-1,0.8262,159.4204559326172
2024-05-09,MSFT,-1,0.6033,407.0139770507813
2024-05-09,ORCL,-1,0.5669,114.60479736328124
2024-05-09,TSLA,-1,0.5443,171.97000122070312
2024-05-10,AAPL,1,0.5265,181.8151092529297
2024-05-10,AMZN,1,0.5399,187.47999572753903
2024-05-10,GOOGL,1,0.7572,167.38526916503906
2024-05-10,IBM,-1,0.8354,160.26422119140625
2024-05-10,MSFT,-1,0.608,409.4028015136719
2024-05-10,ORCL,-1,0.5738,114.63426971435548
2024-05-10,TSLA,-1,0.5399,168.47000122070312
2024-05-13,AAPL,1,0.5429,185.02333068847656
2024-05-13,AMZN,1,0.5396,186.57000732421875
2024-05-13,GOOGL,1,0.7584,167.87159729003906
2024-05-13,IBM,-1,0.8416,160.65733337402344
2024-05-13,MSFT,-1,0.6077,408.39593505859375
2024-05-13,ORCL,-1,0.5789,114.33950805664062
2024-05-13,TSLA,-1,0.5283,171.88999938964844
2024-05-14,AAPL,1,0.5628,186.1655731201172
2024-05-14,AMZN,1,0.5394,187.07000732421875
2024-05-14,GOOGL,1,0.7582,169.06260681152344
2024-05-14,IBM,-1,0.85,160.46556091308594
2024-05-14,MSFT,-1,0.606,411.1993713378906
2024-05-14,ORCL,-1,0.5786,118.760986328125
2024-05-14,TSLA,-1,0.516,177.5500030517578
2024-05-15,AAPL,1,0.583,188.44012451171875
2024-05-15,AMZN,1,0.5396,185.9900054931641
2024-05-15,GOOGL,1,0.7564,171.21633911132812
2024-05-15,IBM,-1,0.855,161.3284912109375
2024-05-15,MSFT,-1,0.6019,418.38873291015625
2024-05-15,ORCL,-1,0.5795,119.50773620605467
2024-05-15,TSLA,-1,0.5063,173.99000549316406
2024-05-16,AAPL,1,0.6049,188.5593109130859
2024-05-16,AMZN,1,0.5406,183.6300048828125
2024-05-16,GOOGL,1,0.7553,172.873779296875
2024-05-16,IBM,-1,0.8545,162.00926208496094
2024-05-16,MSFT,-1,0.5959,416.3219604492187
2024-05-16,ORCL,-1,0.5771,120.02847290039062
2024-05-16,TSLA,1,0.5058,174.83999633789062
2024-05-17,AAPL,1,0.6298,188.58914184570312
2024-05-17,AMZN,1,0.5493,184.6999969482422
2024-05-17,GOOGL,1,0.7595,174.7397003173828
2024-05-17,IBM,-1,0.8552,162.0667724609375
2024-05-17,MSFT,-1,0.5844,415.5505981445313
2024-05-17,ORCL,-1,0.5715,121.3451156616211
2024-05-17,TSLA,1,0.52,177.4600067138672
2024-05-20,AAPL,1,0.6547,189.7512359619141
2024-05-20,AMZN,1,0.5536,183.5399932861328
2024-05-20,GOOGL,1,0.7634,175.59327697753906
2024-05-20,IBM,-1,0.8542,162.92010498046875
2024-05-20,MSFT,-1,0.5719,420.6237182617187
2024-05-20,ORCL,-1,0.566,122.34729766845705
2024-05-20,TSLA,1,0.5358,174.9499969482422
2024-05-21,AAPL,1,0.6798,191.05239868164065
2024-05-21,AMZN,1,0.5525,183.1499938964844
2024-05-21,GOOGL,1,0.7666,176.51629638671875
2024-05-21,IBM,-1,0.8475,166.32386779785156
2024-05-21,MSFT,-1,0.5633,424.2827453613281
2024-05-21,ORCL,-1,0.5609,122.45538330078124
2024-05-21,TSLA,1,0.5504,186.6000061035156
2024-05-22,AAPL,1,0.7035,189.6121826171875
2024-05-22,AMZN,1,0.5571,183.1300048828125
2024-05-22,GOOGL,1,0.7715,175.0572967529297
2024-05-22,IBM,-1,0.8467,166.53482055664062
2024-05-22,MSFT,-1,0.5526,425.7462768554687
2024-05-22,ORCL,-1,0.5509,122.42591094970705
2024-05-22,TSLA,1,0.56,180.11000061035156
2024-05-23,AAPL,1,0.7243,185.61929321289065
2024-05-23,AMZN,1,0.5651,181.0500030517578
2024-05-23,GOOGL,1,0.7813,172.24855041503906
2024-05-23,IBM,-1,0.8325,163.63919067382812
2024-05-23,MSFT,-1,0.5373,422.2653198242187
2024-05-23,ORCL,-1,0.5416,121.9248046875
2024-05-23,TSLA,1,0.563,173.74000549316406
2024-05-24,AAPL,1,0.7417,188.69837951660156
2024-05-24,AMZN,1,0.5656,180.75
2024-05-24,GOOGL,1,0.7663,173.67776489257812
2024-05-24,IBM,-1,0.8108,163.85012817382812
2024-05-24,MSFT,-1,0.5222,425.3903198242187
2024-05-24,ORCL,-1,0.5355,120.76541137695312
2024-05-24,TSLA,1,0.563,179.24000549316406
2024-05-28,AAPL,1,0.7562,188.70831298828125
2024-05-28,AMZN,1,0.5626,182.1499938964844
2024-05-28,GOOGL,1,0.7592,175.07716369628906
2024-05-28,IBM,-1,0.7947,162.67083740234375
2024-05-28,MSFT,-1,0.507,425.5484619140625
2024-05-28,ORCL,-1,0.527,122.31781005859376
2024-05-28,TSLA,1,0.5535,176.75
2024-05-29,AAPL,1,0.7759,189.00628662109375
2024-05-29,AMZN,1,0.5679,182.02000427246097
2024-05-29,GOOGL,1,0.7623,174.58090209960938
2024-05-29,IBM,-1,0.7809,160.16835021972656
2024-05-29,MSFT,1,0.5165,424.4112854003906
2024-05-29,ORCL,-1,0.5159,121.5809097290039
2024-05-29,TSLA,1,0.5499,176.19000244140625
2024-05-30,AAPL,1,0.7983,189.99954223632812
2024-05-30,AMZN,1,0.5676,179.32000732421875
2024-05-30,GOOGL,1,0.7657,170.8193359375
2024-05-30,IBM,-1,0.7622,158.80682373046875
2024-05-30,MSFT,1,0.5328,410.0720825195313
2024-05-30,ORCL,-1,0.5094,115.04694366455078
2024-05-30,TSLA,1,0.5472,178.7899932861328
2024-05-31,AAPL,1,0.8174,190.95306396484375
2024-05-31,AMZN,1,0.5584,176.44000244140625
2024-05-31,GOOGL,1,0.7603,171.20640563964844
2024-05-31,IBM,-1,0.7382,159.97657775878906
2024-05-31,MSFT,1,0.5477,410.5269775390625
2024-05-31,ORCL,-1,0.5022,115.14520263671876
2024-05-31,TSLA,1,0.5461,178.0800018310547
2024-06-03,AAPL,1,0.817,192.7210235595703
2024-06-03,AMZN,1,0.5471,178.33999633789062
2024-06-03,GOOGL,1,0.7536,171.8713836669922
2024-06-03,IBM,-1,0.7226,158.4712371826172
2024-06-03,MSFT,1,0.5573,408.934814453125
2024-06-03,ORCL,1,0.5052,117.19873809814452
2024-06-03,TSLA,1,0.5436,176.2899932861328
2024-06-04,AAPL,1,0.8223,193.03887939453125
2024-06-04,AMZN,1,0.5341,179.33999633789062
2024-06-04,GOOGL,1,0.7481,172.4867401123047
2024-06-04,IBM,-1,0.7088,158.97943115234375
2024-06-04,MSFT,1,0.5624,411.45654296875
2024-06-04,ORCL,1,0.5099,117.9749526977539
2024-06-04,TSLA,1,0.5386,174.77000427246094
2024-06-05,AAPL,1,0.8251,194.5486297607422
2024-06-05,AMZN,1,0.523,181.27999877929688
2024-06-05,GOOGL,1,0.738,174.09458923339844
2024-06-05,IBM,-1,0.6934,160.48472595214844
2024-06-05,MSFT,1,0.5711,419.3085021972656
2024-06-05,ORCL,1,0.5155,120.4902801513672
2024-06-05,TSLA,1,0.5367,175.0
2024-06-06,AAPL,1,0.8303,193.1680145263672
2024-06-06,AMZN,1,0.5152,185.0
2024-06-06,GOOGL,1,0.7322,175.40467834472656
2024-06-06,IBM,-1,0.6808,161.27098083496094
2024-06-06,MSFT,1,0.5799,419.8127746582031
2024-06-06,ORCL,1,0.5225,121.3451156616211
2024-06-06,TSLA,1,0.5376,177.94000244140625
2024-06-07,AAPL,1,0.8307,195.5617523193359
2024-06-07,AMZN,1,0.5061,184.3000030517578
2024-06-07,GOOGL,1,0.7288,173.15170288085938
2024-06-07,IBM,-1,0.6612,163.0063934326172
2024-06-07,MSFT,1,0.5874,419.1502685546875
2024-06-07,ORCL,1,0.5306,123.7228775024414
2024-06-07,TSLA,1,0.5407,177.47999572753906
2024-06-10,AAPL,1,0.8391,191.81716918945312
2024-06-10,AMZN,1,0.5021,187.05999755859375
2024-06-10,GOOGL,1,0.7237,173.8969268798828
2024-06-10,IBM,-1,0.6441,163.36117553710938
2024-06-10,MSFT,1,0.5938,423.1256713867187
2024-06-10,ORCL,1,0.5389,122.32764434814452
2024-06-10,TSLA,1,0.5444,173.7899932861328
2024-06-11,AAPL,1,0.8242,205.7525329589844
2024-06-11,AMZN,-1,0.5003,187.22999572753903
2024-06-11,GOOGL,1,0.7205,175.49668884277344
2024-06-11,IBM,-1,0.6306,162.34481811523438
2024-06-11,MSFT,1,0.6034,427.88232421875
2024-06-11,ORCL,1,0.5469,121.71846771240234
2024-06-11,TSLA,1,0.5455,170.66000366210938
2024-06-12,AAPL,1,0.8257,211.63262939453125
2024-06-12,AMZN,-1,0.5037,186.88999938964844
2024-06-12,GOOGL,1,0.7169,176.65924072265625
2024-06-12,IBM,-1,0.6169,162.03799438476562
2024-06-12,MSFT,1,0.6124,436.16943359375
2024-06-12,ORCL,1,0.5526,137.9305877685547
2024-06-12,TSLA,1,0.5417,177.2899932861328
2024-06-13,AAPL,1,0.8327,212.79470825195312
2024-06-13,AMZN,-1,0.5073,183.8300018310547
2024-06-13,GOOGL,1,0.7132,174.04598999023438
2024-06-13,IBM,-1,0.6029,162.15306091308594
2024-06-13,MSFT,1,0.6186,436.68365478515625
2024-06-13,ORCL,1,0.5638,137.4098358154297
2024-06-13,TSLA,1,0.5418,182.47000122070312
2024-06-14,AAPL,1,0.8422,211.05653381347656
2024-06-14,AMZN,-1,0.5092,183.66000366210935
2024-06-14,GOOGL,1,0.7012,175.66561889648438
2024-06-14,IBM,-1,0.5919,162.23936462402344
2024-06-14,MSFT,1,0.6257,437.66265869140625
2024-06-14,ORCL,1,0.5736,135.71983337402344
2024-06-14,TSLA,1,0.543,178.00999450683594
2024-06-17,AAPL,1,0.846,215.20831298828125
2024-06-17,AMZN,-1,0.5095,184.05999755859375
2024-06-17,GOOGL,1,0.6896,176.11276245117188
2024-06-17,IBM,-1,0.5798,162.5174102783203
2024-06-17,MSFT,1,0.636,443.39837646484375
2024-06-17,ORCL,1,0.5815,138.8443603515625
2024-06-17,TSLA,1,0.5413,187.44000244140625
2024-06-18,AAPL,1,0.8562,212.8443603515625
2024-06-18,AMZN,-1,0.5092,182.80999755859375
2024-06-18,GOOGL,1,0.6791,173.9764404296875
2024-06-18,IBM,-1,0.5675,163.52415466308594
2024-06-18,MSFT,1,0.6442,441.3908996582031
2024-06-18,ORCL,1,0.5896,142.11624145507812
2024-06-18,TSLA,1,0.5442,184.86000061035156
2024-06-20,AAPL,1,0.8657,208.26547241210935
2024-06-20,AMZN,-1,0.5055,186.1000061035156
2024-06-20,GOOGL,1,0.6658,175.17872619628906
2024-06-20,IBM,-1,0.5572,166.7553253173828
2024-06-20,MSFT,1,0.6499,440.7579956054687
2024-06-20,ORCL,1,0.5996,140.4164276123047
2024-06-20,TSLA,1,0.5418,181.57000732421875
2024-06-21,AAPL,1,0.8704,206.0902404785156
2024-06-21,AMZN,1,0.5005,189.0800018310547
2024-06-21,GOOGL,1,0.6551,178.48756408691406
2024-06-21,IBM,-1,0.5524,165.35546875
2024-06-21,MSFT,1,0.6539,444.792724609375
2024-06-21,ORCL,1,0.6083,139.03103637695312
2024-06-21,TSLA,1,0.5408,183.0099945068359
2024-06-24,AAPL,1,0.8801,206.73585510253903
2024-06-24,AMZN,1,0.5082,185.57000732421875
2024-06-24,GOOGL,1,0.6527,178.08016967773438
2024-06-24,IBM,-1,0.5395,167.80043029785156
2024-06-24,MSFT,1,0.6625,442.7061767578125
2024-06-24,ORCL,1,0.6175,137.44911193847656
2024-06-24,TSLA,1,0.5434,182.5800018310547
2024-06-25,AAPL,1,0.8866,207.65960693359375
2024-06-25,AMZN,1,0.5152,186.33999633789065
2024-06-25,GOOGL,1,0.647,182.8595733642578
2024-06-25,IBM,-1,0.5325,165.48973083496094
2024-06-25,MSFT,1,0.6669,445.94976806640625
2024-06-25,ORCL,1,0.626,136.74166870117188
2024-06-25,TSLA,1,0.543,187.3500061035156
2024-06-26,AAPL,1,0.8882,211.8114013671875
2024-06-26,AMZN,1,0.5239,193.61000061035156
2024-06-26,GOOGL,1,0.6422,182.7105255126953
2024-06-26,IBM,-1,0.5246,164.78976440429688
2024-06-26,MSFT,1,0.6704,447.1463623046875
2024-06-26,ORCL,1,0.6325,135.8180694580078
2024-06-26,TSLA,1,0.5434,196.3699951171875
2024-06-27,AAPL,1,0.8944,212.6556854248047
2024-06-27,AMZN,1,0.5355,197.8500061035156
2024-06-27,GOOGL,1,0.6376,184.23081970214844
